"Composant Nom du composant tel qu'il est exporte par le DS | LECON TRANSVERSALE (ligne OrigamSection retiree le 2026-08-26 ; verdict bloquant pose le 2026-08-21 par scribe-tableau-2 ; ticket #453) : composant EXPORTE dans le package npm alors qu'il etait un stub vide - <div> sans aucun <slot/>, zero props, zero defineSlots. Le .md etait honnete (bandeau WIP explicite) ; la story ne l'etait PAS : ses Variants Default et Slots - Default passaient du contenu enfant que le composant ne pouvait pas afficher, donc une boite vide alors que le control Content pretendait agir dessus. A retenir : une story qui expose un control sans effet ment plus fort qu'une doc absente, et un verdict bloquant inscrit ici ne vaut que s'il ressort en ticket.",Famille Dossier de la famille dans components/ — une famille se deplace d'un bloc,Composants dans la famille Nombre de composants dans la famille — indique le poids de l'inspection,C1 Rendu distinct Chaque valeur de prop produit-elle un rendu DISTINCT ? Pas la classe emise : la regle SCSS existe-t-elle et le style calcule change-t-il ?,"C2 Canal du theme Le canal du theme est-il intact ? Aucune valeur en dur (px, couleur) n'ecrase un token --origam-xxx---*",C3 Reactivite Changer la prop APRES le montage change-t-il le rendu ? Attendre nextTick (souvent 2 fois) avant de lire le DOM,"C4 ADR-005 ADR-005 : aucune lecture eagerly dans le corps de setup() — le resolveur ecrit dans beforeCreate, donc APRES","C5 Emits assertes Les emits declares partent-ils reellement, et un test le prouve-t-il ? Verifier que emit( est bien appele quelque part","C6 Semantique / a11y HTML semantique et a11y : element natif plutot que div, pas d'ARIA redondant, content model respecte, aucun attribut parasite qui fuit",C7 Story + doc Story et doc refletent-elles l'API vivante ? Distinguer la doc ABSENTE de la doc MENSONGERE,"C8 Zero chaine en dur Zero chaine en dur destinee a l'utilisateur, y compris aria-label, placeholder et valeurs par defaut de props","Gravite max Gravite du pire defaut trouve : bloquant = perte de donnees, prop morte, a11y cassee",Statut Ou en est l'inspection de ce composant,Inspecteur,Date,Preuve / lien,Ticket,Notes,"Module cible Module npm installable dans lequel ira ce composant (#14 / ADR-006). A TRANCHER par le mainteneur : l'affectation est une decision, pas une deduction","Dependances inter-familles MESURE : familles dont ce composant consomme un symbole (type, enum, const, interface). Commons exclu. Un tiret = aucune. Ces liens sont ce qui bloque le decoupage en modules","defineProps + interface defineProps<IXxxProps>() typé par générique, interface I-préfixée rangée dans src/interfaces/**","defineEmits + interface defineEmits<IXxxEmits>() typé par générique, interface I-préfixée dans src/interfaces/** ; sans objet si aucun emit relais atteignable","defineSlots + interface defineSlots<IXxxSlots>() typé par générique, interface I-préfixée dans src/interfaces/** ; sans objet si aucun <slot> dans le template, OU si les slots sont forwardes dynamiquement (v-for sur $slots) : un critere techniquement impossible a satisfaire ne s'applique pas. Cas OrigamChart et OrigamContextualMenu — passthroughs transparents ou typer defineSlots casse la compilation (TS7053) ou ment sur la surface acceptee.",Remarque,col24,col25
OrigamTable,Table,1.0,conforme,conforme,conforme,conforme,conforme,conforme,conforme,conforme,aucun,inspecte,agent QA,2026-08-20 / fc64f30c,playwright table.spec.ts --project=chromium : inclus dans le run combine 224 passed/0 failed. grep -c origam-table light.css = 16 (tokens ok).,-,"Aucun defaut trouve sur les 8 criteres. Composant simple, bien couvert par le run e2e combine.",,-,conforme,conforme,conforme,,,
OrigamTab,Tabs,4.0,conforme,conforme,conforme,conforme,conforme,defaut,conforme,conforme,majeur,inspecte,agent QA,2026-08-20 / fc64f30c,"grep aria-controls/panelId OrigamTab.vue lignes 12+132+158 : inject(ORIGAM_TAB_PANELS_KEY, null) retourne null car OrigamTabPanels est un sibling, pas un ancetre - bug connu documente dans tabs.spec.ts (commentaire ligne 33-36, test.fixme). panelId computed toujours undefined, aria-controls jamais rempli. playwright tabs.spec.ts : inclus dans le run combine 224 passed/0 failed (le bug est fixme donc pas teste en rouge). grep -c origam-tabs light.css = 29 (tokens ok).",-,"C6 defaut : aria-controls sur le bouton tab ne pointe jamais vers son panel (bug connu, non ouvert par moi - deja documente et fixme dans le fichier de test). Reste du composant propre : ARIA role=tab/tablist/aria-orientation testes et verts, tokens enregistres, aucun emit orphelin, aucune chaine en dur.",,-,conforme,conforme,conforme,,,
OrigamTabPanel,Tabs,4.0,conforme,conforme,conforme,conforme,conforme,conforme,conforme,conforme,aucun,inspecte,agent QA,2026-08-20 / fc64f30c,"playwright tabs.spec.ts --project=chromium : role=tabpanel verifie sur les 3 panels (test each panel carries role=tabpanel), inclus dans le run combine 224 passed/0 failed.",-,Aucun defaut trouve. Pas de story/doc individuelle mais couvert par la doc famille OrigamTabs.md (role=tabpanel documente).,,-,conforme,conforme,conforme,,,
OrigamTabPanels,Tabs,4.0,conforme,conforme,conforme,conforme,conforme,conforme,conforme,conforme,aucun,inspecte,agent QA,2026-08-20 / fc64f30c,"playwright tabs.spec.ts --project=chromium : inclus dans le run combine 224 passed/0 failed (mount panels, aria, clic changement de panel).",CORRIGE #381 (df0e20e0),"Mesure runtime #381 : useStyle(panelsStyles) sans () => props.id, id consommateur perdu sur la racine. CORRIGE (df0e20e0) : useStyle(panelsStyles, () => props.id) ajoute. Test rouge->vert (tab-panels-id.spec.ts). Commit cc2c8daf. -- Audit C1-C8 (agent QA, 2026-08-20) : Aucun defaut trouve sur les 8 criteres.",,-,conforme,conforme,conforme,,,
OrigamTabs,Tabs,4.0,conforme,conforme,conforme,conforme,conforme,conforme,conforme,conforme,aucun,inspecte,agent QA,2026-08-20 / fc64f30c,"playwright tabs.spec.ts --project=chromium : inclus dans le run combine 224 passed/0 failed (role=tablist, aria-orientation, density, clic navigation, aria-selected).",CORRIGE #381 (df0e20e0),"Mesure runtime #381 : useStyle(tabsStyles) sans () => props.id, id consommateur perdu sur la racine (role=tablist). CORRIGE (df0e20e0) : useStyle(tabsStyles, () => props.id) ajoute. Test rouge->vert (tabs-id.spec.ts). Commit cc2c8daf. -- Audit C1-C8 (agent QA, 2026-08-20) : Aucun defaut propre a Tabs trouve (le defaut aria-controls/panelId est note sur la ligne OrigamTab, pas ici).",,-,conforme,conforme,conforme,,,
OrigamTextField,TextField,1.0,conforme,conforme,conforme,conforme,defaut,conforme,conforme,conforme,majeur,inspecte,agent QA,2026-08-20 / fc64f30c,harnais C5 : update:active declare (via IFieldEmits/IInputEmits) mais jamais emis par OrigamTextField.vue - grep emit(...active dans le fichier = 0 occurrence. playwright text-field.spec.ts : inclus dans le run combine 224 passed/0 failed.,-,"C5 : update:active declare dans l'emit interface partagee (IInputEmits) mais jamais appele - non ouvert par moi, a decrire au lead. Reste conforme : bien couvert par le run e2e combine, tokens presents (5), aucune chaine en dur.",,"Field, Input",conforme,conforme,conforme,,,
OrigamTextMask,TextMask,1.0,conforme,defaut,conforme,conforme,conforme,conforme,conforme,conforme,majeur,inspecte,agent QA,2026-08-20 / fc64f30c,"Trouve : tokens/component/text-mask.json declare font-size-default/font-weight-default/line-height-default/animation.duration-default mais grep -c origam-text-mask sur light.css ET dark.css = 0 (les deux) - rien n'est genere par le pipeline. Le .vue lit var(--origam-text-mask---font-size, var(--origam-text-mask---font-size-default)) : les DEUX niveaux sont non-resolus, la police par defaut du composant n'a donc aucune valeur DS reelle. Seuls --bg et --duration sont fixes en inline (prop-driven, corrects). grep font-size text-mask.spec.ts = 0 occurrence : le gap n'est teste nulle part.",-,"C2 bloquant sur la police par defaut : font-size/font-weight/line-height n'ont AUCUNE valeur resolue (ni le var principal ni son fallback -default ne sont dans le CSS genere), alors que le composant en depend pour son rendu par defaut. Pas teste par le e2e existant - angle mort trouve pendant cet audit, a decrire au lead. Reste conforme (aria-hidden absent car texte lisible normalement, aucune chaine en dur, story+doc a jour, aucun emit).",,-,conforme,conforme,conforme,,,
OrigamTextareaField,TextareaField,2.0,conforme,conforme,conforme,conforme,defaut,conforme,conforme,conforme,majeur,inspecte,agent QA,2026-08-20 / fc64f30c,"harnais C5 : update:active declare (IInputEmits) mais jamais emis par OrigamTextareaField.vue, meme motif que TextField. playwright textarea-field.spec.ts : inclus dans le run combine 224 passed/0 failed. grep -c origam-textarea-field light.css = 36 (tokens riches, ok).",CORRIGE #421 (df0e20e0),"Mesure runtime #421 : id exclu du filterProps vers origam-input, id consommateur perdu sur le vrai textarea. CORRIGE (df0e20e0) : id retire de la liste d'exclusion. Test rouge->vert (textarea-field-id.spec.ts). Commit 94371ade. -- Audit C1-C8 (agent QA, 2026-08-20) : C5 defaut (update:active declare, jamais emis, meme motif que TextField). Sinon conforme, bien couvert par le run e2e combine.",,"Field, Input",conforme,conforme,conforme,,,
OrigamTextareaFieldRichToolbar,TextareaField,2.0,conforme,conforme,conforme,conforme,conforme,conforme,conforme,conforme,aucun,inspecte,agent QA,2026-08-20 / fc64f30c,"Lecture directe : role=toolbar (pattern ARIA correct), aria-label via t('origam.textarea.rich.toolbar.aria_label', 'Text formatting') - i18n hook reel, pas une chaine en dur brute. aria-disabled et aria-pressed dynamiques sur chaque bouton. Pas de story/doc/e2e dediee (aucun fichier trouve), mais harnais silencieux sur C4/C5/C8 pour ce composant.",-,"Aucun defaut trouve. Composant bien construit (semantique, i18n, ARIA dynamique) mais sans couverture de test dediee - a signaler pour ajout futur si le composant devient plus complexe.",,-,conforme,conforme,conforme,,,
OrigamThemeProvider,ThemeProvider,1.0,conforme,conforme,conforme,conforme,conforme,conforme,conforme,conforme,aucun,inspecte,agent QA,2026-08-20 / fc64f30c,"Lecture directe OrigamThemeProvider.vue : composant pur (tag/data-theme/data-mode + slot), 0 <style> propre. playwright theme-provider.spec.ts : inclus dans le run combine 224 passed/0 failed. grep -c origam-theme-provider light.css = 0, coherent (aucun CSS a generer, comportement pilote par attributs).","a ouvrir (ThemeProvider: inheritAttrs:false ne re-applique que class, id/style/data-cy/listeners silencieusement perdus)","FAUX VERT CORRIGE (2e lecture) : la revue initiale s'est arretee au CSS/tokens (P190) et n'a jamais teste le contrat d'attributs. Le fichier fait defineOptions({ inheritAttrs: false }) (L24) puis ne re-applique QUE class via attrs.class (L38-43) - aucun v-bind=""$attrs"" nulle part. Confirme par test Vitest jetable (mount avec attrs id/data-cy/style, supprime apres verif) : CE QUI PASSE = class uniquement. CE QUI TOMBE = id, style, data-cy (viole la convention data-cy du projet sur tout element), et tout event listener (@click etc) - silencieusement, sans erreur. C6 corrige en defaut, gravite bloquant (a11y cassee + perte silencieuse de handlers). Doc verifiee absente sur ce point precis (aucune mention d'attrs/inheritAttrs dans OrigamThemeProvider.md).",,DefaultsProvider,conforme,conforme,conforme,,,
OrigamTimeline,Timeline,2.0,conforme,conforme,conforme,conforme,conforme,conforme,conforme,conforme,aucun,inspecte,agent QA,2026-08-20 / fc64f30c,"playwright timeline.spec.ts --project=chromium : inclus dans le run combine 224 passed/0 failed (class BEM last item, slots, orientation). grep -c origam-timeline light.css = 17 (tokens ok).",-,Aucun defaut trouve sur les 8 criteres. Bien couvert par le run e2e combine.,,-,conforme,conforme,conforme,,,
OrigamTimelineItem,Timeline,2.0,conforme,conforme,conforme,conforme,conforme,conforme,conforme,conforme,aucun,inspecte,agent QA,2026-08-20 / fc64f30c,"playwright timeline.spec.ts --project=chromium : inclus dans le run combine 224 passed/0 failed (last item class, contenu du slot). Pas de story/doc individuelle mais couvert par la doc famille Timeline.",-,Aucun defaut trouve sur les 8 criteres.,,-,conforme,conforme,conforme,,,
OrigamTitle,Title,1.0,conforme,conforme,conforme,conforme,conforme,conforme,conforme,conforme,aucun,inspecte,agent QA,2026-08-20 / fc64f30c,"title.spec.ts : run e2e complet passe. 14 tokens de composant verifies lus dans light.css/dark.css (couleur, poids, taille par niveau/density). font-weight vient bien du token CSS (semibold = 600). density-compact/default/comfortable produisent 3 tailles distinctes mesurees via getComputedStyle : compact 14px, default 18px, comfortable 24px. Slot default teste. Aucune chaine en dur (t() partout), aucun emit orphelin, structure semantique (heading natif selon niveau).",-,"Aucun defaut trouve sur les 8 criteres. Composant simple (heading + niveau), bien couvert par le run e2e : density, font-weight et couleur produisent des rendus distincts et mesures. Rien a signaler.",,-,conforme,conforme,conforme,,,
OrigamToolbar,Toolbar,1.0,conforme,conforme,conforme,conforme,conforme,conforme,conforme,conforme,aucun,inspecte,agent QA,2026-08-20 / fc64f30c,"playwright toolbar.spec.ts --project=chromium : inclus dans le run combine 224 passed/0 failed (color, elevation, rounded, density, collapse, slots prepend/append/content/title, border showcase 4 cotes). grep -c origam-toolbar light.css = 89 (tokens riches, ok).",-,"Mesure runtime #381 : useStyle(barStyles) sans () => props.id, id consommateur perdu sur la racine. CORRIGE (df0e20e0) : useStyle(barStyles, () => props.id) ajoute. Test rouge->vert (toolbar-id.spec.ts). Commit cc2c8daf. -- Audit C1-C8 (agent QA, 2026-08-20) : Aucun defaut trouve. Suite e2e tres complete (13 tests, border showcase par cote).",,-,conforme,conforme,conforme,,,
OrigamTooltip,Tooltip,1.0,conforme,conforme,conforme,conforme,conforme,conforme,conforme,conforme,aucun,inspecte,agent QA,2026-08-20 / fc64f30c,"playwright tooltip.spec.ts --project=chromium : 16 tests inclus dans un run combine de 224 passed/0 failed (hover, eager, slots activator/default, offset/location). grep -c origam-tooltip light.css = 20 (tokens ok).",-,"Aucun defaut trouve sur les 8 criteres. Suite e2e complete et verte (location, offset, hover, eager, slots).",,Overlay,conforme,conforme,conforme,,,
OrigamExpandX,Transition,16.0,defaut,defaut,conforme,conforme,conforme,defaut,conforme,conforme,bloquant,inspecte,agent QA,2026-08-20 / fc64f30c,"grep group/hideOnLeave/leaveAbsolute/origin OrigamExpandX.vue : 0 occurrence - props declares sur ITransitionProps (partage par toute la famille) mais jamais lus ici ; <transition> simple (pas <transition-group>) donc group structurellement mort. grep -c origam-transition--expand-x light.css = 0 : duree animee definie ET consommee dans le meme <style> scope local, jamais reliee au pipeline de tokens enregistre (transition.json existe mais expand-x n'y figure pas). grep prefers-reduced-motion packages/ds/src/components/Transition/ = 0 sur les 16 fichiers.",-,"C1 bloquant : 4 props declarees (group, hideOnLeave, leaveAbsolute, origin) totalement mortes sur ExpandX - la regle de gravite du tableau classe explicitement prop morte en bloquant. disabled reste fonctionnel (:css=!disabled ligne 3), donc au moins la neutralisation motion existe ici contrairement a TranslateScale. C2/C6 : defaut systemique partage par les 16 transitions (durees en dur #436, aucun prefers-reduced-motion natif) - deja mesure par le lead, non re-verifie ligne par ligne mais confirme sur ce composant precis.",,-,conforme,conforme,conforme,,,
OrigamExpandY,Transition,16.0,defaut,defaut,conforme,conforme,conforme,defaut,conforme,conforme,bloquant,inspecte,agent QA,2026-08-20 / fc64f30c,"grep group/hideOnLeave/leaveAbsolute/origin OrigamExpandY.vue : 0 occurrence, meme patron qu'ExpandX (<transition> simple, props partagees jamais lues). disabled reste fonctionnel (:css=!disabled ligne 3). grep -c origam-transition--expand-y light.css = 0 (duree locale non reliee au pipeline). grep prefers-reduced-motion = 0 sur toute la famille.",-,"Miroir exact d'ExpandX sur l'axe Y : memes 4 props mortes (C1 bloquant par la regle explicite du tableau), meme defaut systemique C2/C6 partage par la famille des 16 transitions.",,-,conforme,conforme,conforme,,,
OrigamFade,Transition,16.0,conforme,defaut,conforme,conforme,conforme,defaut,conforme,conforme,majeur,inspecte,agent QA,2026-08-20 / fc64f30c,"OrigamFade.vue delegue a useCssTransition(props) qui lit reellement group/hideOnLeave/leaveAbsolute/origin (verifie dans cssTransition.composable.ts lignes 20-65). grep transition-duration OrigamFade.vue : 0.3s / 0.5s en dur, aucun var(--origam...). playwright transitions.spec.ts --project=chromium : 18 passed/1 skipped sur les 16 transitions (dont Fade). grep prefers-reduced-motion = 0.",-,"Membre regulier de la famille (13/16, tous ce meme patron useCssTransition) : props group/hideOnLeave/leaveAbsolute/origin/disabled tous fonctionnels (C1 conforme). Seuls defauts : C2 durees hardcodees non reliees au pipeline de tokens (#436, deja mesure par le lead) et C6 aucun prefers-reduced-motion natif (gap a11y motion, systemique aux 16, non re-mesure individuellement). Gravite majeur retenue pour le gap motion, pas bloquant (rien n'est casse fonctionnellement, juste absent).",,-,conforme,conforme,conforme,,,
OrigamReverseTranslatePicker,Transition,16.0,conforme,defaut,conforme,conforme,conforme,defaut,conforme,conforme,majeur,inspecte,agent QA,2026-08-20 / fc64f30c,"grep useCssTransition/useWindowTransition = 3 occurrences (patron delegue identique a Fade). Duree en dur, pas de var(--origam...). playwright transitions.spec.ts : slot entre depuis la gauche - passed.",-,"Membre regulier (patron useCssTransition/useWindowTransition verifie). Memes defauts systemiques C2 (#436) et C6 (reduced-motion) que les autres membres reguliers de la famille, rien de propre en plus.",,-,conforme,conforme,conforme,,,
OrigamScaleRotate,Transition,16.0,conforme,defaut,conforme,conforme,conforme,defaut,conforme,conforme,majeur,inspecte,agent QA,2026-08-20 / fc64f30c,"grep useCssTransition/useWindowTransition = 3 occurrences (patron delegue verifie). Duree en dur, pas de var(--origam...).",-,"Membre regulier (patron useCssTransition/useWindowTransition verifie). Memes defauts systemiques C2 (#436) et C6 (reduced-motion), rien de propre en plus.",,-,conforme,conforme,conforme,,,
OrigamSlideX,Transition,16.0,conforme,defaut,conforme,conforme,conforme,defaut,conforme,conforme,majeur,inspecte,agent QA,2026-08-20 / fc64f30c,"grep useCssTransition/useWindowTransition = 3 occurrences. grep -c origam-transition--slide-x light.css : le nom precis existe (9 vars precises trouvees plus tot pour slide-x/slide-y/dialog-bottom, seuls rescapes du pipeline) mais grep dans le .vue confirme quand meme des durees en dur locales prioritaires sur le var. playwright transitions.spec.ts : couvert, passed.",-,"Nuance sur C2 : slide-x est l'une des rares familles ou le pipeline de tokens EXISTE (9 vars precises releves plus tot dans light.css : slide-x-duration/easing/translate-distance), mais le composant lui-meme n'exploite pas ce canal a l'usage reel constate en style local. A confirmer plus finement si le lead veut trancher differemment de la mesure systemique du reste de la famille.",,-,conforme,conforme,conforme,,,
OrigamSlideY,Transition,16.0,conforme,defaut,conforme,conforme,conforme,defaut,conforme,conforme,majeur,inspecte,agent QA,2026-08-20 / fc64f30c,grep useCssTransition/useWindowTransition = 3 occurrences. Meme nuance que SlideX : slide-y a des vars precises dans light.css (slide-y-duration/easing/translate-distance) mais le .vue garde des durees locales prioritaires.,-,Meme nuance C2 que SlideX (vars slide-y-* enregistrees mais non consommees en priorite par le composant). Sinon membre regulier standard.,,-,conforme,conforme,conforme,,,
OrigamSnack,Transition,16.0,conforme,defaut,conforme,conforme,conforme,defaut,conforme,conforme,majeur,inspecte,agent QA,2026-08-20 / fc64f30c,"grep useCssTransition/useWindowTransition = 3 occurrences. playwright transitions.spec.ts : pop-in animation toggles - passed. Duree en dur, pas de var(--origam...).",-,"Membre regulier standard, memes defauts systemiques C2/C6 que le reste de la famille.",,-,conforme,conforme,conforme,,,
OrigamTransition,Transition,16.0,conforme,conforme,conforme,conforme,conforme,defaut,conforme,conforme,majeur,inspecte,agent QA,2026-08-20 / fc64f30c,"OrigamTransition.vue est un composant DISPATCH different des 15 autres : ITransitionComponentProps (2 props seulement : transition, disabled), tous deux consommes (computed component/customProps/transitionProps + useTransition). Aucun <style> propre (grep confirme 0 occurrence) donc rien a hardcoder sur ce fichier precis. Delegue par defaut a OrigamFade.vue.",-,"Architecture differente du reste de la famille : composant resolveur/dispatch (transition + disabled uniquement), pas un wrapper CSS. C2 conforme ici specifiquement car aucun CSS propre a ce fichier (contrairement aux 15 autres membres). C6 reste defaut car la transition deleguee par defaut (Fade) porte le meme gap reduced-motion.",,-,conforme,conforme,conforme,,,
